episodeId,amountMinor,failureCategory,paymentMethod,subscriptionStatus,failureCount,consecutiveFailureCount,subscriptionAgeDays,previousRecoveryRate,previousFailedPayments,previousNudges,nativeRetryPossible,downtimeActive,diagnosisConfidence,candidateAction,downtimeSeverity,caseAgeHours,recoveredWithin7Days
episode_02430,69900,CUSTOMER_AUTH_FAILURE,card,pending,1,2,336,0.666667,3,0,True,True,MEDIUM,WAIT_NATIVE_RETRY,medium,18.097,1
episode_02431,149900,TEMPORARY_FUNDS,card,pending,2,1,136,0.0,1,0,True,False,HIGH,STOP_AND_ESCALATE,none,23.395,1
episode_02432,149900,UNKNOWN,card,pending,3,2,414,0.333333,3,2,True,False,LOW,SEND_NUDGE,none,36.985,1
episode_02433,29900,CUSTOMER_AUTH_FAILURE,card,pending,3,2,172,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,12.276,0
episode_02434,149900,TEMPORARY_FUNDS,emandate,halted,2,1,134,0.0,1,2,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,34.281,0
episode_02435,29900,BANK_OR_NETWORK,card,pending,3,3,637,0.571429,7,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,35.362,1
episode_02436,149900,CUSTOMER_AUTH_FAILURE,card,pending,1,1,78,1.0,4,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,40.284,1
episode_02437,69900,CUSTOMER_AUTH_FAILURE,card,halted,3,1,342,0.0,1,0,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,12.703,0
episode_02438,69900,MANDATE_OR_AUTH_INVALID,upi,halted,3,1,364,0.0,1,1,False,False,MEDIUM,SEND_NUDGE,none,61.495,0
episode_02439,149900,MANDATE_OR_AUTH_INVALID,card,pending,1,2,177,1.0,3,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,5.457,0
episode_02440,69900,BANK_OR_NETWORK,card,halted,1,1,347,0.5,2,0,False,True,HIGH,STOP_AND_ESCALATE,high,14.641,0
episode_02441,69900,CUSTOMER_AUTH_FAILURE,card,pending,2,3,303,0.0,1,1,True,False,HIGH,SEND_NUDGE,none,65.632,1
episode_02442,149900,BANK_OR_NETWORK,netbanking,pending,3,1,382,0.0,1,2,True,False,HIGH,WAIT_NATIVE_RETRY,none,13.614,1
episode_02443,149900,BANK_OR_NETWORK,unknown,pending,3,2,192,1.0,4,0,True,True,HIGH,SEND_NUDGE,medium,28.63,1
episode_02444,69900,BANK_OR_NETWORK,card,pending,2,4,137,0.0,1,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,29.737,0
episode_02445,29900,TEMPORARY_FUNDS,card,halted,2,1,139,0.0,1,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,52.753,0
episode_02446,69900,BANK_OR_NETWORK,card,pending,1,3,99,0.25,4,0,True,False,HIGH,STOP_AND_ESCALATE,none,24.317,0
episode_02447,29900,PAYMENT_METHOD_INVALID,card,pending,3,1,276,0.5,2,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,58.144,0
episode_02448,29900,UNKNOWN,card,halted,2,1,271,0.0,1,0,False,False,LOW,WAIT_NATIVE_RETRY,none,6.313,0
episode_02449,29900,MANDATE_OR_AUTH_INVALID,upi,pending,3,2,54,1.0,2,0,True,False,LOW,STOP_AND_ESCALATE,none,25.987,0
episode_02450,69900,CUSTOMER_AUTH_FAILURE,card,pending,1,2,78,0.0,1,0,True,False,HIGH,SEND_NUDGE,none,36.433,0
episode_02451,69900,PAYMENT_METHOD_INVALID,upi,pending,3,1,106,1.0,1,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,57.242,1
episode_02452,69900,PAYMENT_METHOD_INVALID,card,halted,3,1,152,0.0,2,2,False,False,HIGH,SEND_NUDGE,none,21.377,0
episode_02453,69900,BANK_OR_NETWORK,card,pending,5,1,135,0.5,2,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,7.876,0
episode_02454,29900,CUSTOMER_AUTH_FAILURE,card,halted,3,2,72,0.333333,3,1,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,22.314,0
episode_02455,29900,CUSTOMER_AUTH_FAILURE,upi,pending,5,1,237,0.0,2,1,True,False,HIGH,SEND_NUDGE,none,19.945,0
episode_02456,69900,MANDATE_OR_AUTH_INVALID,netbanking,pending,3,1,172,0.0,1,2,True,False,MEDIUM,STOP_AND_ESCALATE,none,37.527,0
episode_02457,149900,BANK_OR_NETWORK,card,pending,1,1,272,0.0,2,2,True,False,HIGH,SEND_NUDGE,none,20.126,0
episode_02458,29900,PAYMENT_METHOD_INVALID,card,pending,2,3,94,1.0,2,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,70.852,0
episode_02459,149900,BANK_OR_NETWORK,card,pending,4,1,105,0.0,1,0,True,False,HIGH,SEND_NUDGE,none,47.671,1
episode_02460,69900,BANK_OR_NETWORK,upi,pending,3,2,57,0.5,2,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,56.076,1
episode_02461,69900,PAYMENT_METHOD_INVALID,card,pending,2,2,215,0.5,2,0,True,False,HIGH,SEND_NUDGE,none,84.034,0
episode_02462,69900,PAYMENT_METHOD_INVALID,emandate,pending,1,1,105,1.0,1,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,84.486,1
episode_02463,69900,CUSTOMER_AUTH_FAILURE,netbanking,pending,2,1,168,1.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,45.443,1
episode_02464,149900,MANDATE_OR_AUTH_INVALID,card,pending,2,1,392,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,21.353,0
episode_02465,149900,BANK_OR_NETWORK,upi,pending,1,1,112,0.25,4,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,22.352,1
episode_02466,149900,PAYMENT_METHOD_INVALID,card,pending,2,1,78,0.0,0,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,6.381,1
episode_02467,69900,BANK_OR_NETWORK,card,pending,1,2,148,1.0,3,1,True,False,HIGH,SEND_NUDGE,none,53.315,1
episode_02468,149900,BANK_OR_NETWORK,card,pending,3,1,215,0.0,5,1,True,True,HIGH,WAIT_NATIVE_RETRY,low,1.219,1
episode_02469,69900,TEMPORARY_FUNDS,emandate,pending,1,1,81,0.0,2,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,16.093,0
episode_02470,29900,UNKNOWN,card,halted,3,3,369,0.0,4,1,False,False,LOW,REQUEST_CARD_UPDATE,none,32.486,0
episode_02471,69900,PAYMENT_METHOD_INVALID,upi,pending,1,3,367,0.0,0,1,True,False,MEDIUM,SEND_NUDGE,none,21.338,0
episode_02472,69900,CUSTOMER_AUTH_FAILURE,upi,pending,4,1,196,1.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,44.28,1
episode_02473,29900,PAYMENT_METHOD_INVALID,card,pending,1,1,67,0.333333,3,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,43.915,0
episode_02474,69900,BANK_OR_NETWORK,upi,pending,1,2,96,0.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,25.806,1
episode_02475,69900,CUSTOMER_AUTH_FAILURE,netbanking,pending,2,2,113,0.0,2,1,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,67.549,1
episode_02476,149900,CUSTOMER_AUTH_FAILURE,card,pending,1,3,226,0.333333,3,0,True,False,HIGH,SEND_NUDGE,none,21.587,1
episode_02477,29900,CUSTOMER_AUTH_FAILURE,upi,pending,2,2,278,0.25,4,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,17.661,0
episode_02478,69900,MANDATE_OR_AUTH_INVALID,card,halted,2,1,155,0.0,2,0,False,True,HIGH,REQUEST_CARD_UPDATE,high,18.631,1
episode_02479,149900,CUSTOMER_AUTH_FAILURE,upi,pending,3,1,110,0.0,0,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,14.701,0
episode_02480,29900,BANK_OR_NETWORK,card,pending,2,3,94,0.25,4,0,True,True,LOW,STOP_AND_ESCALATE,low,43.567,1
episode_02481,29900,PAYMENT_METHOD_INVALID,emandate,halted,3,1,104,0.0,2,0,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,5.916,0
episode_02482,69900,TEMPORARY_FUNDS,card,pending,3,3,61,1.0,3,0,True,False,MEDIUM,SEND_NUDGE,none,34.006,1
episode_02483,29900,BANK_OR_NETWORK,card,pending,2,2,262,0.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,22.429,1
episode_02484,69900,UNKNOWN,upi,pending,2,2,583,0.0,0,0,True,False,LOW,SEND_NUDGE,none,6.117,1
episode_02485,69900,BANK_OR_NETWORK,upi,pending,4,2,35,0.0,1,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,97.091,1
episode_02486,149900,TEMPORARY_FUNDS,card,halted,1,1,46,0.0,1,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,5.722,0
episode_02487,69900,TEMPORARY_FUNDS,upi,pending,1,2,268,0.0,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,11.003,1
episode_02488,149900,CUSTOMER_AUTH_FAILURE,upi,halted,4,2,380,0.0,0,0,False,False,HIGH,REQUEST_CARD_UPDATE,none,31.659,0
episode_02489,69900,BANK_OR_NETWORK,card,pending,4,1,256,0.333333,3,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,15.8,1
episode_02490,69900,TEMPORARY_FUNDS,upi,halted,3,2,174,0.142857,7,1,False,False,LOW,STOP_AND_ESCALATE,none,29.574,1
episode_02491,29900,CUSTOMER_AUTH_FAILURE,card,pending,4,1,445,0.0,3,0,True,False,MEDIUM,SEND_NUDGE,none,36.995,0
episode_02492,69900,TEMPORARY_FUNDS,card,pending,2,2,164,0.5,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,4.814,1
episode_02493,29900,UNKNOWN,card,pending,1,1,145,0.0,2,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,10.734,1
episode_02494,149900,TEMPORARY_FUNDS,unknown,pending,1,2,273,0.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,51.705,1
episode_02495,29900,PAYMENT_METHOD_INVALID,netbanking,pending,3,1,227,0.5,2,2,True,False,HIGH,WAIT_NATIVE_RETRY,none,24.282,0
episode_02496,29900,TEMPORARY_FUNDS,upi,pending,2,1,27,0.4,5,1,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,10.173,0
episode_02497,29900,TEMPORARY_FUNDS,card,pending,3,1,189,0.8,5,3,True,False,LOW,SEND_NUDGE,none,30.943,1
episode_02498,69900,CUSTOMER_AUTH_FAILURE,unknown,pending,1,1,215,0.0,1,2,True,False,HIGH,SEND_NUDGE,none,75.201,0
episode_02499,69900,CUSTOMER_AUTH_FAILURE,emandate,pending,3,1,166,0.0,1,0,True,False,MEDIUM,SEND_NUDGE,none,10.688,1
episode_02500,69900,TEMPORARY_FUNDS,emandate,pending,1,5,121,0.0,4,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,135.784,0
episode_02501,29900,PAYMENT_METHOD_INVALID,card,pending,4,2,473,0.0,0,1,True,False,LOW,REQUEST_CARD_UPDATE,none,5.229,1
episode_02502,29900,TEMPORARY_FUNDS,card,halted,2,3,165,0.0,1,2,False,False,HIGH,SEND_NUDGE,none,24.094,1
episode_02503,69900,PAYMENT_METHOD_INVALID,card,halted,1,2,93,0.0,1,1,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,20.765,0
episode_02504,149900,BANK_OR_NETWORK,card,pending,2,2,166,0.0,3,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,40.807,1
episode_02505,149900,PAYMENT_METHOD_INVALID,emandate,pending,2,1,312,1.0,1,0,True,False,LOW,REQUEST_CARD_UPDATE,none,14.408,1
episode_02506,69900,BANK_OR_NETWORK,netbanking,pending,2,3,222,0.0,1,0,True,True,HIGH,SEND_NUDGE,medium,72.089,1
episode_02507,29900,TEMPORARY_FUNDS,upi,pending,2,1,436,1.0,2,0,True,False,HIGH,SEND_NUDGE,none,21.024,1
episode_02508,69900,TEMPORARY_FUNDS,upi,halted,1,2,44,0.0,1,0,False,False,HIGH,SEND_NUDGE,none,14.554,1
episode_02509,149900,CUSTOMER_AUTH_FAILURE,card,pending,1,1,141,0.25,4,0,True,False,LOW,SEND_NUDGE,none,11.097,1
episode_02510,69900,PAYMENT_METHOD_INVALID,card,pending,1,3,53,0.5,4,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,44.015,1
episode_02511,69900,TEMPORARY_FUNDS,upi,pending,2,4,122,0.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,109.102,1
episode_02512,29900,UNKNOWN,emandate,pending,5,2,68,0.333333,6,0,True,False,LOW,STOP_AND_ESCALATE,none,23.344,0
episode_02513,29900,TEMPORARY_FUNDS,unknown,pending,4,2,117,0.333333,3,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,13.329,1
episode_02514,69900,MANDATE_OR_AUTH_INVALID,card,pending,1,1,200,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,20.868,0
episode_02515,149900,TEMPORARY_FUNDS,upi,pending,1,1,55,0.0,2,3,True,False,MEDIUM,STOP_AND_ESCALATE,none,7.749,0
episode_02516,69900,BANK_OR_NETWORK,card,pending,1,2,236,0.0,1,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,17.54,1
episode_02517,29900,CUSTOMER_AUTH_FAILURE,card,pending,1,5,351,0.0,0,2,True,False,HIGH,REQUEST_CARD_UPDATE,none,45.456,0
episode_02518,69900,BANK_OR_NETWORK,card,pending,2,2,265,0.5,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,13.458,1
episode_02519,69900,MANDATE_OR_AUTH_INVALID,card,pending,3,2,288,0.0,4,0,True,False,MEDIUM,SEND_NUDGE,none,26.534,0
episode_02520,69900,TEMPORARY_FUNDS,netbanking,pending,2,2,259,0.0,1,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,56.104,1
episode_02521,69900,PAYMENT_METHOD_INVALID,card,halted,1,4,79,1.0,1,0,False,False,LOW,STOP_AND_ESCALATE,none,17.449,1
episode_02522,69900,PAYMENT_METHOD_INVALID,card,pending,3,2,113,1.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,109.35,0
episode_02523,69900,CUSTOMER_AUTH_FAILURE,card,halted,2,2,193,0.0,1,0,False,False,MEDIUM,STOP_AND_ESCALATE,none,18.772,0
episode_02524,29900,TEMPORARY_FUNDS,card,pending,2,1,253,0.0,0,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,32.727,0
episode_02525,29900,MANDATE_OR_AUTH_INVALID,card,pending,2,2,87,0.5,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,24.226,0
episode_02526,69900,CUSTOMER_AUTH_FAILURE,netbanking,pending,1,1,151,0.333333,3,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,36.048,0
episode_02527,29900,CUSTOMER_AUTH_FAILURE,upi,pending,4,2,244,0.666667,3,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,31.981,0
episode_02528,29900,CUSTOMER_AUTH_FAILURE,card,halted,2,2,62,0.0,1,0,False,False,LOW,WAIT_NATIVE_RETRY,none,46.506,1
episode_02529,149900,PAYMENT_METHOD_INVALID,netbanking,halted,1,2,704,1.0,2,1,False,False,HIGH,WAIT_NATIVE_RETRY,none,4.114,0
episode_02530,29900,TEMPORARY_FUNDS,emandate,pending,2,3,520,1.0,1,1,True,False,HIGH,STOP_AND_ESCALATE,none,68.931,1
episode_02531,69900,TEMPORARY_FUNDS,emandate,pending,2,1,113,0.75,4,1,True,False,HIGH,STOP_AND_ESCALATE,none,19.436,0
episode_02532,149900,MANDATE_OR_AUTH_INVALID,card,halted,2,2,505,0.0,2,0,False,False,HIGH,REQUEST_CARD_UPDATE,none,35.914,0
episode_02533,69900,PAYMENT_METHOD_INVALID,card,halted,1,1,60,0.333333,3,1,False,False,HIGH,WAIT_NATIVE_RETRY,none,17.933,0
episode_02534,149900,BANK_OR_NETWORK,card,pending,2,1,106,0.0,0,3,True,False,HIGH,WAIT_NATIVE_RETRY,none,40.431,1
episode_02535,29900,BANK_OR_NETWORK,card,pending,2,1,438,0.333333,3,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,17.946,0
episode_02536,149900,TEMPORARY_FUNDS,unknown,pending,2,1,137,1.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,12.984,1
episode_02537,69900,TEMPORARY_FUNDS,emandate,halted,3,2,68,0.0,3,0,False,False,HIGH,REQUEST_CARD_UPDATE,none,21.089,1
episode_02538,29900,UNKNOWN,card,pending,3,1,301,0.0,2,0,True,True,LOW,STOP_AND_ESCALATE,low,29.346,1
episode_02539,69900,PAYMENT_METHOD_INVALID,emandate,pending,2,2,661,0.5,2,2,True,False,HIGH,WAIT_NATIVE_RETRY,none,19.019,0
episode_02540,69900,PAYMENT_METHOD_INVALID,card,pending,3,1,99,0.0,3,2,True,False,LOW,WAIT_NATIVE_RETRY,none,12.356,1
episode_02541,29900,TEMPORARY_FUNDS,card,pending,3,1,345,0.0,3,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,36.131,0
episode_02542,69900,BANK_OR_NETWORK,emandate,halted,1,2,130,0.0,2,3,False,False,HIGH,WAIT_NATIVE_RETRY,none,20.277,0
episode_02543,149900,TEMPORARY_FUNDS,card,pending,1,2,359,0.25,4,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,25.907,1
episode_02544,149900,MANDATE_OR_AUTH_INVALID,netbanking,pending,3,2,103,0.6,5,0,True,False,HIGH,STOP_AND_ESCALATE,none,7.807,0
episode_02545,29900,UNKNOWN,upi,pending,2,2,102,0.0,1,0,True,False,LOW,WAIT_NATIVE_RETRY,none,21.061,1
episode_02546,29900,MANDATE_OR_AUTH_INVALID,card,pending,1,1,38,0.0,0,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,20.521,0
episode_02547,149900,CUSTOMER_AUTH_FAILURE,emandate,pending,1,1,163,0.0,1,3,True,False,HIGH,SEND_NUDGE,none,83.038,0
episode_02548,69900,CUSTOMER_AUTH_FAILURE,upi,pending,1,2,194,0.0,3,0,True,False,HIGH,STOP_AND_ESCALATE,none,25.944,0
episode_02549,29900,BANK_OR_NETWORK,netbanking,pending,2,2,227,1.0,2,0,True,False,HIGH,SEND_NUDGE,none,55.192,1
episode_02550,69900,PAYMENT_METHOD_INVALID,emandate,pending,1,3,174,0.5,4,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,3.098,1
episode_02551,29900,UNKNOWN,card,pending,1,2,204,0.0,0,1,True,False,LOW,REQUEST_CARD_UPDATE,none,21.605,0
episode_02552,69900,UNKNOWN,card,pending,1,1,232,0.0,1,0,True,False,LOW,REQUEST_CARD_UPDATE,none,18.83,0
episode_02553,69900,BANK_OR_NETWORK,card,halted,2,1,103,0.0,0,1,False,False,HIGH,SEND_NUDGE,none,30.401,0
episode_02554,149900,BANK_OR_NETWORK,card,halted,2,3,34,0.0,0,0,False,False,HIGH,STOP_AND_ESCALATE,none,13.785,0
episode_02555,69900,UNKNOWN,netbanking,pending,3,2,247,0.5,4,0,True,False,LOW,SEND_NUDGE,none,14.48,1
episode_02556,149900,PAYMENT_METHOD_INVALID,card,pending,4,3,589,1.0,2,3,True,False,MEDIUM,SEND_NUDGE,none,7.778,1
episode_02557,69900,TEMPORARY_FUNDS,card,pending,2,3,436,0.0,0,3,True,False,HIGH,SEND_NUDGE,none,26.093,0
episode_02558,149900,BANK_OR_NETWORK,unknown,pending,1,1,164,0.0,2,0,True,False,LOW,WAIT_NATIVE_RETRY,none,7.591,1
episode_02559,149900,MANDATE_OR_AUTH_INVALID,unknown,halted,1,1,219,0.0,2,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,37.852,0
episode_02560,29900,CUSTOMER_AUTH_FAILURE,card,pending,1,2,175,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,13.435,0
episode_02561,69900,UNKNOWN,card,pending,2,2,144,0.333333,3,2,True,False,LOW,WAIT_NATIVE_RETRY,none,25.746,1
episode_02562,69900,UNKNOWN,card,pending,2,1,236,0.0,2,3,True,False,LOW,SEND_NUDGE,none,43.389,0
episode_02563,69900,TEMPORARY_FUNDS,emandate,pending,2,1,154,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,27.207,1
episode_02564,69900,BANK_OR_NETWORK,emandate,halted,2,3,261,0.5,2,0,False,True,HIGH,REQUEST_CARD_UPDATE,medium,36.061,0
episode_02565,69900,TEMPORARY_FUNDS,card,halted,4,2,216,0.0,0,0,False,True,HIGH,WAIT_NATIVE_RETRY,low,31.541,1
episode_02566,29900,CUSTOMER_AUTH_FAILURE,card,pending,3,1,42,0.0,2,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,24.027,1
episode_02567,69900,PAYMENT_METHOD_INVALID,upi,halted,2,1,364,0.5,2,1,False,False,HIGH,WAIT_NATIVE_RETRY,none,46.996,0
episode_02568,29900,UNKNOWN,card,halted,3,1,248,0.333333,3,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,19.036,0
episode_02569,69900,TEMPORARY_FUNDS,emandate,pending,2,1,110,0.0,2,1,True,False,MEDIUM,STOP_AND_ESCALATE,none,18.824,1
episode_02570,69900,PAYMENT_METHOD_INVALID,emandate,pending,4,1,117,1.0,1,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,11.205,1
episode_02571,69900,PAYMENT_METHOD_INVALID,card,pending,2,4,83,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,18.764,0
episode_02572,29900,BANK_OR_NETWORK,card,pending,2,2,133,1.0,1,0,True,False,HIGH,SEND_NUDGE,none,17.974,0
episode_02573,69900,UNKNOWN,card,pending,1,2,412,1.0,1,1,True,False,LOW,WAIT_NATIVE_RETRY,none,42.525,0
episode_02574,29900,TEMPORARY_FUNDS,card,pending,1,1,253,1.0,2,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,1.96,0
episode_02575,29900,BANK_OR_NETWORK,card,pending,2,4,279,0.0,0,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,57.785,0
episode_02576,29900,PAYMENT_METHOD_INVALID,card,pending,2,1,203,1.0,2,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,71.481,1
episode_02577,29900,MANDATE_OR_AUTH_INVALID,card,halted,2,1,14,0.75,4,1,False,False,LOW,WAIT_NATIVE_RETRY,none,30.618,0
episode_02578,69900,UNKNOWN,emandate,pending,3,2,139,0.0,2,2,True,False,LOW,REQUEST_CARD_UPDATE,none,1.215,0
episode_02579,29900,TEMPORARY_FUNDS,emandate,pending,4,2,249,0.0,1,2,True,False,HIGH,REQUEST_CARD_UPDATE,none,30.479,0
episode_02580,29900,TEMPORARY_FUNDS,card,pending,3,1,275,1.0,1,0,True,False,HIGH,SEND_NUDGE,none,37.567,1
episode_02581,29900,TEMPORARY_FUNDS,card,pending,2,1,655,0.5,4,1,True,False,MEDIUM,SEND_NUDGE,none,43.052,0
episode_02582,69900,BANK_OR_NETWORK,card,pending,2,1,531,0.5,2,1,True,False,HIGH,SEND_NUDGE,none,50.88,0
episode_02583,149900,BANK_OR_NETWORK,card,halted,3,3,30,0.8,5,0,False,False,HIGH,REQUEST_CARD_UPDATE,none,45.638,0
episode_02584,29900,MANDATE_OR_AUTH_INVALID,card,halted,2,1,113,1.0,2,0,False,False,HIGH,STOP_AND_ESCALATE,none,41.411,1
episode_02585,69900,TEMPORARY_FUNDS,upi,halted,3,2,100,0.5,2,1,False,False,LOW,REQUEST_CARD_UPDATE,none,27.888,1
episode_02586,69900,TEMPORARY_FUNDS,card,pending,3,2,396,0.666667,3,2,True,False,HIGH,WAIT_NATIVE_RETRY,none,64.999,1
episode_02587,29900,MANDATE_OR_AUTH_INVALID,card,halted,8,2,173,0.5,2,2,False,False,HIGH,SEND_NUDGE,none,55.15,0
episode_02588,29900,CUSTOMER_AUTH_FAILURE,card,pending,2,1,250,0.0,0,2,True,False,LOW,WAIT_NATIVE_RETRY,none,10.938,0
episode_02589,29900,MANDATE_OR_AUTH_INVALID,upi,pending,2,3,81,0.0,1,1,True,False,HIGH,SEND_NUDGE,none,36.19,1
episode_02590,149900,MANDATE_OR_AUTH_INVALID,card,pending,2,2,320,0.0,4,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,28.252,1
episode_02591,69900,TEMPORARY_FUNDS,card,halted,4,3,65,1.0,2,1,False,False,HIGH,REQUEST_CARD_UPDATE,none,8.976,0
episode_02592,69900,BANK_OR_NETWORK,card,pending,1,1,359,0.0,0,0,True,True,HIGH,REQUEST_CARD_UPDATE,high,6.326,1
episode_02593,29900,UNKNOWN,card,pending,4,1,149,0.0,2,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,24.571,0
episode_02594,149900,TEMPORARY_FUNDS,unknown,pending,2,1,287,1.0,1,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,18.528,0
episode_02595,69900,CUSTOMER_AUTH_FAILURE,emandate,pending,4,1,445,0.0,0,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,49.836,0
episode_02596,149900,CUSTOMER_AUTH_FAILURE,card,pending,5,1,266,0.333333,3,0,True,False,LOW,SEND_NUDGE,none,48.42,0
episode_02597,29900,TEMPORARY_FUNDS,upi,pending,1,3,452,1.0,3,1,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,10.379,1
episode_02598,149900,TEMPORARY_FUNDS,upi,pending,3,1,82,0.5,2,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,74.896,0
episode_02599,149900,BANK_OR_NETWORK,netbanking,pending,1,1,112,0.333333,3,0,True,False,HIGH,STOP_AND_ESCALATE,none,55.07,0
episode_02600,69900,PAYMENT_METHOD_INVALID,card,pending,2,2,169,1.0,1,3,True,True,HIGH,SEND_NUDGE,high,46.599,0
episode_02601,29900,CUSTOMER_AUTH_FAILURE,card,pending,2,1,268,0.666667,3,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,76.074,1
episode_02602,149900,UNKNOWN,card,pending,1,1,103,0.0,0,1,True,False,LOW,SEND_NUDGE,none,4.99,0
episode_02603,29900,BANK_OR_NETWORK,upi,pending,1,3,100,0.5,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,12.012,0
episode_02604,29900,CUSTOMER_AUTH_FAILURE,card,pending,2,1,151,1.0,4,0,True,False,MEDIUM,SEND_NUDGE,none,32.198,1
episode_02605,29900,TEMPORARY_FUNDS,card,pending,4,2,656,1.0,1,0,True,False,HIGH,STOP_AND_ESCALATE,none,19.218,1
episode_02606,29900,TEMPORARY_FUNDS,emandate,pending,3,1,88,1.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,46.353,1
episode_02607,29900,PAYMENT_METHOD_INVALID,upi,halted,1,2,371,0.0,0,1,False,False,HIGH,WAIT_NATIVE_RETRY,none,24.426,0
episode_02608,29900,CUSTOMER_AUTH_FAILURE,netbanking,pending,3,1,111,0.0,1,1,True,False,HIGH,SEND_NUDGE,none,10.798,0
episode_02609,149900,MANDATE_OR_AUTH_INVALID,upi,pending,2,1,58,1.0,5,1,True,False,HIGH,STOP_AND_ESCALATE,none,19.158,0
episode_02610,69900,MANDATE_OR_AUTH_INVALID,upi,pending,1,1,213,0.0,0,3,True,True,MEDIUM,WAIT_NATIVE_RETRY,high,0.932,1
episode_02611,149900,TEMPORARY_FUNDS,card,pending,2,1,152,0.0,3,0,True,True,LOW,WAIT_NATIVE_RETRY,high,22.117,1
episode_02612,69900,CUSTOMER_AUTH_FAILURE,card,pending,2,2,84,1.0,1,0,True,False,MEDIUM,SEND_NUDGE,none,58.952,0
